,str_player_name,str_positions,dt_date_of_birth,int_best_overall_rating,age,new_column,new_column_plus
17837,Thomas Sang,"CDM, RB, CB",1999-06-29,57,22,1,6
17838,Elliott Michael Bonds,"CDM, CM",2000-03-23,56,21,1,6
17839,Abdulbasit Abdullah,GK,1996-12-21,55,24,1,6
17840,Diego Antonio Castillo Prado,CDM,1997-08-19,56,24,1,6
17841,Mariusz Fornalczyk,LM,2003-01-15,56,18,1,6
17842,Saud Saad A Bin Zaydan,CDM,1999-11-06,58,21,1,6
17843,Joe Hardy,ST,1998-09-26,57,22,1,6
17844,Freddy Andrés Roca Vivancos,ST,2000-03-24,57,21,1,6
17845,史成龙,GK,1999-05-28,55,22,1,6
17846,倪玉崧,CM,1991-01-01,57,30,1,6
17847,Leonardo Vaca Yoki,GK,2000-01-23,55,21,1,6
17848,Noah Smith,"LB, CB",2000-12-15,55,20,1,6
17849,Jannick Jørgensen Liburd,RM,2001-09-26,56,19,1,6
17850,Lars Holtkamp,CDM,2001-11-21,56,19,1,6
17851,Ahmed Emad Eldeen Andejani,"CB, LB",1993-01-29,57,28,1,6
17852,孙寿博,GK,1983-06-11,55,38,1,6
17853,吴少聪,"CM, LM, CB",2000-03-20,60,21,1,6
17854,Ryan Longman,"RM, LM, ST",2000-11-06,56,20,1,6
17855,Diego Joel Torres Garcete,LW,2002-10-14,57,18,1,6
17856,Opanin Edwards,"RM, CAM",1999-04-30,56,22,1,6
17857,Liam McGing,CB,1998-12-01,57,22,1,6
17858,Tomislav Uskok,CB,1991-06-22,56,30,1,6
17859,Nicolás Benjamín Silva Gómez,ST,1999-05-12,57,22,1,6
17860,Max Rundqvist,GK,2000-07-03,55,21,1,6
17861,Hector Kyprianou,"CDM, CM",2001-05-27,56,20,1,6
17862,Dejan Đokić,ST,2000-09-26,57,20,1,6
17863,Jason McClelland,"LM, RM, CAM",1997-05-03,56,24,1,6
17864,Julius Lindgren,GK,1997-07-17,55,24,1,6
17865,Jared Khasa,"RM, LM, ST",1997-11-04,58,23,1,6
17866,Adem Husejnović,GK,2000-05-30,55,21,1,6
17867,Tawan Khotrsupho,"ST, RW, LW",2000-01-23,59,21,1,6
17868,Jack Brady,GK,1996-12-17,55,24,1,6
17869,Nicholas Hayes,GK,1999-04-10,55,22,1,6
17870,Harrison Clarke,"CB, RB, CDM",2001-03-02,57,20,1,6
17871,Rodrigo Osmar Duarte Irala,RB,2002-04-01,55,19,1,6
17872,Scott James Fenwick,ST,1990-04-09,55,31,1,6
17873,Kevin Orlando Andrade Murillo,CB,1999-06-19,58,22,1,6
17874,Juan Ramón Cáceres López,CM,2002-03-30,57,19,1,6
17875,Santiago Hezze,CM,2001-10-22,59,19,1,6
17876,Jorben Vanhulle,ST,2001-03-09,57,20,1,6
17877,Devis Estiven Vásquez Llach,GK,1998-05-12,55,23,1,6
17878,Claudiu Gabriel Borțoneanu,CM,1999-10-04,57,21,1,6
17879,Hugo Keto,GK,1998-02-09,55,23,1,6
17880,Arthur Iontton,"CM, CDM",2000-12-16,57,20,1,6
17881,Diego Zago Gavito,"CDM, CM, RM",2002-04-24,60,19,1,6
17882,Tim Staubli,CAM,2000-04-16,57,21,1,6
17883,伊藤 元太,GK,2000-07-02,55,21,1,6
17884,Emmanuel Okokon Idem,GK,1998-12-06,55,22,1,6
17885,Joachim Imbrechts,GK,2001-10-09,55,19,1,6
17886,Fayez Bandar Al Enezi,CAM,1994-11-25,58,26,1,6
17887,Fabian Rieder,CAM,2002-02-16,57,19,1,6
17888,金强,"CDM, CM",1993-01-15,57,28,1,6
17889,赵英杰,"CM, CAM",1992-08-02,55,29,1,6
17890,Taylor Perry,CM,2001-07-15,58,20,1,6
17891,Delano Vianello,"CB, CDM",2002-09-14,59,18,1,6
17892,최필수 崔弼秀,GK,1991-06-20,55,30,1,6
17893,Ionuț Casian Rus,GK,2000-01-20,55,21,1,6
17894,Fabrizio Nicolás Correa González,GK,2001-01-18,55,20,1,6
17895,Phoenix Dominique Missi Tomp,CB,1999-08-08,57,22,1,6
17896,Job Froeling,GK,2002-04-15,55,19,1,6
17897,Liam Gordon,LB,1999-05-15,55,22,1,6
17898,Felix Kekoh Ndifor II,RM,2001-03-02,56,20,1,6
17899,Yéiler Andrés Góez,CDM,1999-11-01,56,21,1,6
17900,Yusuf Hussain,CB,2001-04-26,57,20,1,6
17901,Tochi Phil Chukwuani,CM,2003-03-24,59,18,1,6
17902,Ronan Hughes,CM,1998-12-15,58,22,1,6
17903,王凯,"CM, CAM",1989-01-18,58,32,1,6
17904,中里 崇宏,"LB, CDM",1990-03-29,55,31,1,6
17905,Karl O’Sullivan,"RM, ST",1999-10-31,56,21,1,6
17906,Duncan Turnbull,GK,1998-05-08,55,23,1,6
17907,Hugo Gambor,CB,2002-12-30,57,18,1,6
17908,Bas Van Den Eynden,CM,2002-01-07,57,19,1,6
17909,Lukas Fahrnberger,CM,2001-01-08,57,20,1,6
17910,Zach Robinson,ST,2002-06-11,57,19,1,6
17911,Ensar Arslan,ST,2001-08-01,57,20,1,6
17912,Fredrik Hammar,CM,2001-02-26,57,20,1,6
17913,Rico Richards,"LM, CAM",2003-09-27,55,17,1,6
17914,Gard Bergmann Thomas,GK,2001-03-21,54,20,1,6
17915,Ju Hwan Seo,GK,1999-06-24,54,22,1,6
17916,Alex Jonathan González Benjamin,CM,1997-06-19,56,24,1,6
17917,Hüseyin Altıntaş,GK,1994-09-11,54,26,1,6
17918,任威,"CF, CAM",1997-04-09,56,24,1,6
17919,Yoon Sung Cho,CB,1999-01-12,56,22,1,6
17920,Souleymane Anne,ST,1997-12-05,56,23,1,6
17921,Ryan Shanley,ST,2001-01-16,56,20,1,6
17922,Jay Barnett,"CDM, CM",2001-02-14,56,20,1,6
17923,Rodrigo Francisco Vera Encina,LM,1995-11-23,55,25,1,6
17924,Tom Hendriks,GK,2002-05-14,54,19,1,6
17925,Laurence Wyke,CB,1996-09-20,56,24,1,6
17926,Kryss Chapelle,"RM, LM",2000-03-28,55,21,1,6
17927,Gabriel Johansson,CB,2000-09-10,56,20,1,6
17928,Christian Anthony Gómez Vargas,"LM, CDM",1999-02-23,55,22,1,6
17929,Luke Cundle,CM,2002-04-26,58,19,1,6
17930,Daniel Patrick Williams,"CM, CDM",2001-04-19,56,20,1,6
17931,Rassoul N'Diaye,CM,2001-12-11,57,19,1,6
17932,Alex Hurst,LM,1999-10-06,55,21,1,6
17933,Matthew Wright,ST,2002-10-16,56,18,1,6
17934,Ali Eren Yalçın,GK,2001-05-30,54,20,1,6
17935,Ibrahim Al Nakhli,"CB, RB",1997-03-09,56,24,1,6
17936,Tyrese Momodu Fornah,CM,1999-09-11,58,21,1,6
17937,Nicolás Teodoro Machado Mira,"ST, RM",1997-01-03,56,24,1,6
17938,Téo Herr,ST,2001-02-12,56,20,1,6
17939,Cameron Dunbar,ST,2002-10-22,57,18,1,6
17940,Danny Preston,LB,2000-08-06,54,21,1,6
17941,Camilo Hernán Albornoz,CM,2000-10-24,58,20,1,6
17942,Tobias Klysner,"RM, LM",2001-07-03,55,20,1,6
17943,Niccolo Lemoine,"RM, RW",2000-04-10,55,21,1,6
17944,Aiden Walker,"CB, RB",1999-12-18,56,21,1,6
17945,Benjamin Mbunga-Kimpioka,"RW, LW, CAM",2000-02-21,55,21,1,6
17946,Rolando Enrique Arrasco Calderón,RM,1996-08-10,55,25,1,6
17947,若月 大和,"ST, CF",2002-01-18,57,19,1,6
17948,Jake Turner,GK,1999-02-25,54,22,1,6
17949,周鑫,"RB, CB, CDM",1998-04-11,54,23,1,6
17950,John Pulskamp,GK,2001-04-19,54,20,1,6
17951,Adam Petersson,CM,2000-08-25,58,20,1,6
17952,Jevan Anderson,CB,2000-03-03,56,21,1,6
17953,Lorik Ademi,CDM,2001-07-30,55,20,1,6
17954,Dylan Nealis,"RB, RWB",1998-07-30,54,23,1,6
17955,Ki Woon Lee,CB,1997-02-15,56,24,1,6
17956,Loup Hervieu,CM,2000-04-05,56,21,1,6
17957,Fernando Esekiel Souza Píriz,CB,1998-05-24,56,23,1,6
17958,Johann Lepenant,CDM,2002-10-22,56,18,1,6
17959,Luis Javier Gamíz Ávila,CDM,2000-04-04,56,21,1,6
17960,Mads Hjalmer Hansen,CM,2001-04-10,59,20,1,6
17961,Niclas Bergmark,"CDM, CB",2002-01-07,57,19,1,6
17962,Ángel David Azurín Condori,GK,1991-05-29,54,30,1,6
17963,Marley Marshall-Miranda,CM,2002-10-22,58,18,1,6
17964,Mark Coyle,"CM, RM",1997-02-13,56,24,1,6
17965,Aymen Boutoutaou,CAM,2001-02-18,56,20,1,6
17966,Ángel Samuel Luna Beltrachini,GK,2003-06-11,54,18,1,6
17967,Matthias Heiland,"CM, CDM, CAM",2001-12-01,56,19,1,6
17968,Marcel Patrick Joshua Elva-Fountaine,"RB, RWB",2000-11-14,54,20,1,6
17969,Adonis Afrim Ajeti,CB,1997-02-26,56,24,1,6
17970,Adem Doğan,"CB, LB",2001-10-05,56,19,1,6
17971,Mohamed Adam,ST,2000-08-05,56,21,1,6
17972,Juan Diego Briones Molina,CDM,2001-09-21,56,19,1,6
17973,Marcos David Olmedo Garrido,RM,1999-06-01,55,22,1,6
17974,Imanol Enríquez Martiarena,ST,2000-02-13,56,21,1,6
17975,Samuel Folarin,RM,2000-09-23,56,20,1,6
17976,Eddy Joel Mejía Montero,"CM, LB",2000-03-09,56,21,1,6
17977,Iván Emmanuel Acero Rodríguez,CDM,2000-07-01,55,21,1,6
17978,Will Dean,"CB, CDM",2000-09-28,56,20,1,6
17979,Michael Wagner,GK,2000-07-26,54,21,1,6
17980,Daniels Ontužāns,"CAM, RM, LM",2000-03-07,59,21,1,6
17981,Alexander Höck,"CB, CDM",2002-03-30,56,19,1,6
17982,James Gomez,CB,2001-11-14,56,19,1,6
17983,Kristoffer Gunnarshaug,CM,1999-05-11,56,22,1,6
17984,Thomas Oluwa,"ST, LM, RM",2001-02-02,56,20,1,6
17985,Silvan Jeremy Wallner,"RB, CB",2002-01-15,54,19,1,6
17986,Tim Möller,"LM, LB, CB",1999-03-19,55,22,1,6
17987,Erik McCue,CB,2001-01-18,56,20,1,6
17988,Sebastián Augusto Uzcátegui Jaen,CB,2001-07-23,56,20,1,6
17989,Nader Abdullah Al Sharari,CB,1996-05-08,56,25,1,6
17990,Kristoffer Nesse Stephensen,"CM, CAM",1991-06-01,54,30,1,6
17991,Vladislav Molchan,CB,2000-09-21,56,20,1,6
17992,Bogdan Melinte,CAM,1998-09-11,56,22,1,6
17993,Laurenz Beckemeyer,GK,2000-04-16,54,21,1,6
17994,Christian Pastina,"CB, LB",2001-02-15,56,20,1,6
17995,Min Woo Jung,CAM,2000-09-27,56,20,1,6
17996,Lebohang Lesako,"LW, RW, CF",1999-07-03,56,22,1,6
17997,Jakob Odehnal,GK,2001-08-10,54,20,1,6
17998,三井 大輝,GK,2001-05-27,54,20,1,6
17999,畑 大雅,RB,2002-01-20,55,19,1,6
18000,朴韬宇,"RM, LM",1993-05-01,54,28,1,6
18001,Ben Hughes,"RW, RWB",1998-09-24,57,22,1,6
18002,Tariq Uwakwe,"CM, LWB",1999-11-19,59,21,1,6
18003,Max Hunt,CB,1999-05-01,56,22,1,6
18004,Mauricio Daiki Matzuda Guzukuda,RW,2000-01-03,56,21,1,6
18005,Nicholas Slonina,CB,2001-03-20,56,20,1,6
18006,Jack Skahan,CM,1998-02-07,58,23,1,6
18007,Paul Cleary,"RB, LB",1999-02-09,54,22,1,6
18008,Oliver Cooper,"CAM, CM",1999-12-14,57,21,1,6
18009,Simon Gefvert,RW,1997-03-28,57,24,1,6
18010,Fabio Solimando,"LW, LB",2001-12-27,55,19,1,6
18011,Jamie-Liam Shalom,"RM, RW, CF",2001-10-11,55,19,1,6
18012,Haydon Roberts,"CB, CDM, LB",2002-05-10,56,19,1,6
18013,Paolo Andrés Alcocer Rojas,CDM,2000-09-03,55,20,1,6
18014,Nicholas Suman,GK,2000-02-28,54,21,1,6
18015,Lewis Freestone,"LB, CB",1999-10-26,56,21,1,6
18016,Lundrim Hetemi,"CDM, CM",2000-02-18,56,21,1,6
18017,Nawaf Saeed Al Ghamdi,GK,1999-01-21,54,22,1,6
18018,Edvin Crona,ST,2000-01-25,56,21,1,6
18019,Daniel Obbekjær,CB,2002-07-16,56,19,1,6
18020,Juan Camilo Moreno Abadía,LB,2001-12-13,54,19,1,6
18021,Kevin Nicolás Alaníz Acuña,CAM,2003-01-30,57,18,1,6
18022,James Olayinka,"CM, RM",2000-10-05,59,20,1,6
18023,Brice Verkerken,LB,2001-03-21,54,20,1,6
18024,武田 英寿,"CM, CAM, RM",2001-09-15,58,19,1,6
18025,Christian Nicolás Sosa De Luca,CM,1987-08-08,56,34,1,6
18026,Andreas Hellum,ST,1997-11-19,56,23,1,6
18027,Jökull Andrésson,GK,2001-08-25,54,19,1,6
18028,Serhat Taşdemir,"RM, LM, CAM",2000-07-21,56,21,1,6
18029,David Ochoa,GK,2001-01-16,54,20,1,6
18030,Jak Hickman,"RB, RWB",1998-09-11,55,22,1,6
18031,César Rafael Ramos Becerra,GK,2000-06-14,54,21,1,6
18032,Luke McNicholas,GK,2000-01-01,54,21,1,6
18033,Fabio Tavares,"ST, RW",2001-01-22,57,20,1,6
18034,Oliver Crankshaw,"LM, RM",1998-08-12,55,23,1,6
18035,孙凯,LB,1991-03-26,54,30,1,6
18036,Leon Maurice Pöhls,GK,1997-05-01,54,24,1,6
18037,Lleyton Brooks,RM,2001-03-20,55,20,1,6
18038,Kit Elliott,ST,2001-03-22,56,20,1,6
18039,Keaton Ward,"CM, CAM",2000-05-04,58,21,1,6
18040,Dominique Youfeigane,GK,2000-02-07,54,21,1,6
18041,Oliver Daedlow,"CM, CAM, RM",2000-06-19,59,21,1,6
18042,Francisco Elías Duclós Flores,CB,1996-01-29,56,25,1,6
18043,Billy Chadwick,"ST, RW, CM",2000-01-19,56,21,1,6
18044,Abdullah Al Hassan,RB,1999-04-05,54,22,1,6
18045,Adam Kelsey,GK,1999-11-12,54,21,1,6
18046,张功,"CM, CDM, LB",1992-04-10,56,29,1,6
18047,齐雨熙,GK,2000-11-21,54,20,1,6
18048,Yackson Stiven Rivas,ST,2002-03-18,56,19,1,6
18049,Benedict Hollerbach,"ST, LW, RW",2001-05-17,56,20,1,6
18050,Noel Törnqvist,GK,2002-02-01,54,19,1,6
18051,Jack Malone,"CM, CAM",2000-04-05,56,21,1,6
18052,Davide Zappella,RB,1998-04-29,55,23,1,6
18053,Reece Staunton,"LB, CB",2001-12-10,54,19,1,6
18054,Gion Fadri Chande,GK,1998-05-03,54,23,1,6
18055,Matteo Regillo,ST,2002-07-01,56,19,1,6
18056,George Harmon,LB,2000-12-08,54,20,1,6
18057,Atakan Rıdvan Çankaya,CDM,1998-06-25,56,23,1,6
18058,Matthew Sutton,GK,2000-03-07,54,21,1,6
18059,Andreas Rosendal Nyhagen,LB,1998-11-04,54,22,1,6
18060,Billy Mitchell,"CM, CAM",2001-04-07,57,20,1,6
18061,Muhammadu Faal,ST,1997-07-01,56,24,1,6
18062,Kevin Ibrahim,GK,2000-05-26,54,21,1,6
18063,Franco Anthony Medina Soto,RB,1999-07-18,54,22,1,6
18064,Rumarn Burrell,ST,2000-12-18,56,20,1,6
18065,Sonny Graham,CM,2002-06-10,56,19,1,6
18066,Elias Skogvoll,LW,1996-05-05,56,25,1,6
18067,Josh Neufville,ST,2000-06-15,56,21,1,6
18068,Bjørn Mæland,CB,2001-02-24,56,20,1,6
18069,Juan Diego Nieva Guzmán,"CM, CDM",1999-02-13,58,22,1,6
18070,Alfonso Ocampo-Chavez,ST,2002-03-25,56,19,1,6
18071,Dejan Radonjić,ST,1990-07-23,54,31,1,6
18072,Si Hoo Hong,LW,2001-01-08,56,20,1,6
18073,Hassan Al Slais,ST,2000-07-05,56,21,1,6
18074,Jordan Helliwell,"RB, LB",2001-09-23,54,19,1,6
18075,Noah James,GK,2001-02-14,54,20,1,6
18076,Mohammad Maizn Al Bassas,CB,1998-08-31,56,22,1,6
18077,Douglas Leonardo Julio Castro,"CB, LB",1993-04-20,56,28,1,6
18078,Edgardo Favián Rondón Santiago,"CM, CB",2000-03-13,56,21,1,6
18079,Prince Isaac Kouame,"RW, LW",2000-10-20,56,20,1,6
18080,Warren Håkon Christofer Kamanzi,RB,2000-11-11,54,20,1,6
18081,Stéphane Cueni,CM,2001-03-14,59,20,1,6
18082,廖承坚,CB,1993-11-04,56,27,1,6
18083,Kevin Josué Ferreyra Chonlón,LW,1999-06-07,57,22,1,6
18084,Thomas Christiansen,CB,2001-04-19,56,20,1,6
18085,Andrew Winter,ST,2002-03-10,56,19,1,6
18086,William Radley Longbottom,ST,1998-12-12,56,22,1,6
18087,John Martin,"CAM, ST",1999-01-05,57,22,1,6
18088,José Carlos Martínez Garzón,CDM,2002-09-18,55,18,1,6
18089,刘乐,"LB, LM",1989-02-14,54,32,1,6
18090,Marcelo Ignacio Suárez Báez,GK,2000-08-21,54,21,1,6
18091,Hassan Leandro Vergara Ramos,ST,1999-04-03,56,22,1,6
18092,David Enrique Barreto Benítez,"RW, LM",1997-06-09,56,24,1,6
18093,杨帆,"CB, RB",1996-03-28,59,25,1,6
18094,Kyung Hyun Min,"CB, RB",1998-05-04,56,23,1,6
18095,Lino Lang,ST,2000-05-23,56,21,1,6
18096,Edgar José Silva Infante,CAM,1998-02-12,57,23,1,6
18097,Magnus Anbo Clausen,RB,2000-09-18,54,20,1,6
18098,Sergio Daniel Dietze Altenhofen,ST,1998-01-01,56,23,1,6
18099,Mario Gabriel Barbery Gil,CM,2002-04-01,57,19,1,6
18100,Miquel Scarlett,RB,2000-09-27,54,20,1,6
18101,Terry Taylor,"CDM, CB",2001-06-29,55,20,1,6
18102,Jorge Eliézer Echeverría Montilva,"RM, CAM",2000-02-13,55,21,1,6
18103,Juan José Parra Barrientos,CDM,2001-05-06,57,20,1,6
18104,Hamad Hawsawi,GK,1997-04-07,54,24,1,6
18105,Aaron Jarvis,ST,1998-01-24,56,23,1,6
18106,Eric Lopez,GK,1999-03-05,54,22,1,6
18107,Linus Tagesson,RB,2002-02-11,54,19,1,6
18108,Tomasz Bała,ST,2001-02-08,56,20,1,6
18109,Beckham Sunderland,GK,2003-06-30,54,18,1,6
18110,Abdullah Al Beladi,ST,1993-10-14,55,27,1,6
18111,刘世博,GK,1997-05-20,54,24,1,6
18112,Tom Kretzschmar,GK,1999-01-19,54,22,1,6
18113,Yago Gomes Do Nascimento,"CM, CDM",2001-09-11,59,19,1,6
18114,Bryan Jahir García Realpe,RM,2001-01-18,55,20,1,6
18115,Jesper Granlund,GK,1999-08-23,54,22,1,6
18116,Jhoanner Stalin Chávez Quintero,"LB, RB",2002-04-25,54,19,1,6
18117,Luis Lawrie-Lattanzio,"LM, RM, ST",2002-02-20,55,19,1,6
18118,Aaron Anderson,CB,2000-09-25,56,20,1,6
18119,Teddy Jenks,CM,2002-03-12,59,19,1,6
18120,Will Ireland Vint,"CM, CDM",2001-10-12,56,19,1,6
18121,Jasper Moon,CB,2000-11-24,56,20,1,6
18122,Nelson Abbey,"CB, LB",2003-08-28,56,17,1,6
18123,Rasmus Semundseth Sandberg,GK,2001-04-23,54,20,1,6
18124,Rasmus Cronvall,ST,2002-03-20,56,19,1,6
18125,陈杰,"CM, CDM",1989-10-15,59,31,1,6
18126,Hans Christian Bernat,GK,2000-11-13,54,20,1,6
18127,Javier Ajenjo Hyjek,CM,2001-01-12,59,20,1,6
18128,Vladimir Prijović,"CB, LWB",2002-06-26,56,19,1,6
18129,崔明安,"CDM, CM",1994-11-15,56,26,1,6
18130,Luca Lombardi,CM,2002-12-06,57,18,1,6
18131,Junior Miguel Quiñonez Monzón,"CB, CM",2002-02-11,56,19,1,6
18132,Aaron Dobbs,ST,1999-01-06,56,22,1,6
18133,Tim Schreiber,GK,2002-04-24,54,19,1,6
18134,Guzmán Rodríguez Ferrari,"CB, RB",2000-02-08,56,21,1,6
18135,Mason O'Malley,LB,2001-06-08,54,20,1,6
18136,Santiago Gabriel Zamora Araujo,CM,2001-09-10,57,19,1,6
18137,Justin Butler,"ST, CF",2001-03-23,56,20,1,6
18138,Drake Callender,GK,1997-10-07,54,23,1,6
18139,Ben Bischof,CDM,2002-09-20,57,18,1,6
18140,Henry Jon Crosthwaite,"ST, CF",2002-10-14,56,18,1,6
18141,Muhannad Al Qaydhi,"CB, LB",1998-06-26,56,23,1,6
18142,Joe Cracknell,GK,1994-06-05,54,27,1,6
18143,Lucio Soldini,GK,2001-04-05,54,20,1,6
18144,叶楚贵,"CAM, RM, RW",1994-09-08,56,26,1,6
18145,Niels Grevink,ST,1997-09-08,56,23,1,6
18146,Scott Moloney,GK,2000-04-15,54,21,1,6
18147,Brian Galach,ST,2001-05-16,56,20,1,6
18148,Jai Rowe,RB,2001-08-08,54,20,1,6
18149,Hamad Abdan Al Abdan,LM,2000-05-20,55,21,1,6
18150,Cameron Hargreaves,CM,1998-12-04,56,22,1,6
18151,Aldo Emiliano Mota Molina,CB,2000-01-15,57,21,1,6
18152,Tyler Wolff,"RW, CM",2003-02-13,56,18,1,6
18153,Tyler French,"RB, CB",1999-02-12,55,22,1,6
18154,Alejandro Andrade Rivera,CDM,2001-08-16,56,20,1,6
18155,Joaquín Fabricio Hass,GK,1998-03-27,54,23,1,6
18156,Kane O'Connor,CB,2001-01-07,55,20,1,6
18157,Albian Hajdari,CB,2003-05-18,55,18,1,6
18158,Waleed Abdul Wahab Al Ahmad,CB,1999-05-03,55,22,1,6
18159,Carlos Gustavo Galindo De La Rosa,GK,2000-04-07,53,21,1,6
18160,Christopher Cheng,LW,2001-10-27,55,19,1,6
18161,Sam Long,GK,2002-11-12,53,18,1,6
18162,温家宝,"LB, LWB",1999-01-02,55,22,1,6
18163,Jae Beom Kwon,GK,2001-07-08,53,20,1,6
18164,Ricardo Rodríguez Mazzocco,GK,2001-03-15,53,20,1,6
18165,Jamie Lawrence,CB,2002-11-10,55,18,1,6
18166,Rasmus Reihdar Nissen,ST,2001-06-25,55,20,1,6
18167,Cole Turner,"CDM, CB",2001-07-07,56,20,1,6
18168,Kreshnik Krasniqi,CM,2000-12-22,55,20,1,6
18169,Cristian Măgerușan,ST,1999-09-16,55,21,1,6
18170,Samuel Kasongo,CM,2002-08-07,55,19,1,6
18171,Julian Dunn-Johnson,CB,2000-07-11,55,21,1,6
18172,Matthew Weaire,CB,2001-08-20,55,20,1,6
18173,Arthur Read,"CM, CDM",1999-11-03,58,21,1,6
18174,Jacob Akanyirige,CB,2001-12-31,55,19,1,6
18175,Jake Scrimshaw,ST,2000-09-13,55,20,1,6
18176,Pyry Hannola,"CM, CAM, LW",2001-10-21,56,19,1,6
18177,Denis Lucian Hrezdac,CDM,2001-11-03,54,19,1,6
18178,Victor Alonso Abrego Aguilera,ST,1997-02-11,56,24,1,6
18179,Adam MacKinnon,CM,2003-04-30,55,18,1,6
18180,James Waite,"CM, CAM",1999-05-11,55,22,1,6
18181,Edgar Antonio André,CDM,1999-06-28,54,22,1,6
18182,Tim Linsbichler,ST,2000-01-14,55,21,1,6
18183,Malthe Højholt,"CDM, CM",2001-04-16,54,20,1,6
18184,Mattia Felici,CAM,2001-04-17,55,20,1,6
18185,Timothy Bruce Fayulu,GK,1999-07-24,53,22,1,6
18186,Sam Fielding,CB,1998-11-29,55,22,1,6
18187,Sebastián Alexander Valenzuela Barba,ST,1999-01-06,55,22,1,6
18188,Yared Abetew,"CB, RB",1999-06-15,55,22,1,6
18189,Marius Köhl,"ST, RM, LM",2001-05-31,55,20,1,6
18190,Frank Bamenye,RM,2001-10-23,54,19,1,6
18191,Jeppe Pedersen,CM,2001-03-03,56,20,1,6
18192,Gustav Mogensen,ST,2001-04-19,55,20,1,6
18193,Andrew Mills,GK,1994-07-15,53,27,1,6
18194,Archie Daniel Davies,RB,1998-10-07,55,22,1,6
18195,Jozef Pukaj,GK,2000-02-13,53,21,1,6
18196,Jorge Sikora,RB,2002-03-29,53,19,1,6
18197,Ricardo Azevedo Alves,CM,2001-12-02,56,19,1,6
18198,Denis Constantin Ciofu,GK,2002-05-15,53,19,1,6
18199,徐嘉敏,GK,1994-04-11,53,27,1,6
18200,Ethan Walker,ST,2002-07-28,55,19,1,6
18201,Franco Daniel Rivasseau,GK,1997-07-01,53,24,1,6
18202,Jack Diamond,ST,2000-01-12,55,21,1,6
18203,Agustín Morales Viñotti,ST,1998-02-17,55,23,1,6
18204,Federico Brancolini,GK,2001-07-14,53,20,1,6
18205,Harry Ransom,CB,1999-10-01,55,21,1,6
18206,Nicholas Milanovic,CAM,2001-11-14,55,19,1,6
18207,Melvin Minter,GK,1995-03-07,53,26,1,6
18208,Piero Alonso Antón Castillo,CM,2000-01-11,55,21,1,6
18209,Marcelo José Tomás Medel Kappes,RB,2000-09-24,53,20,1,6
18210,Kleiber Mauricio Palomino Hurtado,LW,1999-07-01,54,22,1,6
18211,甘超,"CDM, CM",1995-02-13,58,26,1,6
18212,Owen John Gallacher,"LM, LB",1999-04-06,54,22,1,6
18213,Cristian Alejandro Aguirre Martínez,ST,1999-08-13,55,22,1,6
18214,Tristan Prendergast,GK,1995-06-27,53,26,1,6
18215,Haitham Mohammed Asiri,"RM, LM",2000-01-23,54,21,1,6
18216,Juan Daniel Ferrufino Arteaga,ST,2001-03-08,55,20,1,6
18217,Alexander Abrahamsson,CB,1999-08-07,55,22,1,6
18218,Brayan Stiven Córdoba Barrientos,CB,1999-09-18,55,21,1,6
18219,温天鹏,"ST, RW",1997-06-09,55,24,1,6
18220,Daniel Bowry,"CB, RB",1998-04-29,55,23,1,6
18221,Ryley Towler,"CM, CB",2002-05-06,58,19,1,6
18222,Tomson Geraldy Minda Borja,CM,2000-12-07,56,20,1,6
18223,Mohamed Traore,CB,2002-08-15,55,19,1,6
18224,Lucas Nicolás Ribeiro Nelson,ST,2000-07-10,55,21,1,6
18225,Mohammad Al Burayh,GK,1993-11-19,53,27,1,6
18226,Jack Newman,GK,2002-02-12,53,19,1,6
18227,Austin Samuels,ST,2000-11-20,55,20,1,6
18228,Fernando Agustín Alfaro Bares,"LM, LW",1999-06-29,54,22,1,6
18229,Filston Mawana,LW,2000-03-21,54,21,1,6
18230,Zac Maxwell Jones,GK,2000-11-27,53,20,1,6
18231,Griffin McDorman Yow,"LM, RM",2002-09-25,54,18,1,6
18232,Kajetan Szmyt,"CAM, RM",2002-05-29,56,19,1,6
18233,Bradley Webb,"CB, LB",2001-06-09,55,20,1,6
18234,In Jae Hwang,GK,1994-04-22,53,27,1,6
18235,Demba Thiam Ngagne,GK,1998-03-09,53,23,1,6
18236,Cameron Duke,CM,2001-02-13,56,20,1,6
18237,James Vennings,CM,2000-11-20,57,20,1,6
18238,Arthur Lyska,GK,2000-05-19,53,21,1,6
18239,James Jones,CB,1997-03-13,55,24,1,6
18240,Joseph Adams,RW,2001-02-13,55,20,1,6
18241,Oliver Bundgaard Kristensen,"LB, LM, RM",2001-06-15,54,20,1,6
18242,Mateusz Pieńczak,CB,2003-01-09,55,18,1,6
18243,Mathias Nilsson,GK,1999-02-23,53,22,1,6
18244,Omar-Šarif Sijarić,CM,2001-11-02,57,19,1,6
18245,Bartosz Neugebauer,GK,2002-02-18,53,19,1,6
18246,Mark Gallagher,CM,2001-02-12,55,20,1,6
18247,Sondre Auklend,"CAM, CM",2003-06-10,55,18,1,6
18248,Szymon Lewkot,CAM,1999-02-18,56,22,1,6
18249,Carlos Antonio Salomon Tapia,CB,2000-03-20,55,21,1,6
18250,Ricardo Pepi,ST,2003-01-09,55,18,1,6
18251,Jagatjiva Mangat,LM,1994-06-24,53,27,1,6
18252,Malek Al Abdulmunem,ST,1998-03-08,55,23,1,6
